title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes
Technoboys,movie,"Comedy, Music",2024.0,5.3,941.0
Harta Tahta Raisa,movie,"Biography, Documentary, Music",2024.0,4.0,69.0
Chappelle's Home Team: Donnell Rawlings - A New Day,movie,"Comedy, Reality-TV",2024.0,5.7,233.0
Battle of the Baddest,movie,"Documentary, Sport",2024.0,6.1,92.0
Brian Simpson: Live from the Mothership,movie,"Comedy, Documentary",2024.0,7.2,370.0
Steve Trevino: Simple Man,movie,Comedy,2024.0,6.3,225.0
Ikitoshi Ikerumono,movie,Drama,2024.0,6.5,20.0
Wild Wild Punjab,movie,"Comedy, Romance",2024.0,6.2,15378.0
Yo Yo Honey Singh: Famous,movie,"Documentary, Drama",2024.0,6.9,4920.0
Sikandar Ka Muqaddar,movie,"Action, Crime, Drama",2024.0,6.0,23761.0
Chris Rock Total Blackout: The Tamborine Extended Cut,movie,Comedy,2021.0,7.0,661.0
Marni: The Story of Wewe Gombel,movie,"Action, Horror, Thriller",2024.0,5.9,185.0
Tan-Ti-Ana,movie,"Comedy, Horror",2024.0,6.0,24.0
"Hai, Romania!",movie,"Documentary, Sport",2024.0,8.1,407.0
Chhota Bheem Maha Shaitaan Ka Mahayudh,movie,"Action, Adventure, Animation",2023.0,3.7,148.0
Chhota Bheem: Shakti Astra Ki Khoj,movie,"Action, Adventure, Animation",2023.0,6.6,31.0
Sulle tracce dei ghiacciai: Missione in Alaska,movie,Documentary,2015.0,7.8,12.0
Cunk on Life,movie,Comedy,2024.0,7.3,7166.0
Under Parallel Skies,movie,"Drama, Romance",2024.0,5.6,768.0
Two Blue Hearts,movie,Drama,2024.0,7.5,378.0
Caras Vemos,movie,Comedy,2024.0,4.4,120.0
Mysteries of the Terracotta Warriors,movie,"Documentary, History",2024.0,6.7,1528.0
Secrets of the Neanderthals,movie,Documentary,2024.0,6.4,2467.0
Living with Leopards,movie,Documentary,2024.0,7.4,791.0
Find Me Falling,movie,"Comedy, Music, Romance",2024.0,6.3,12169.0
Dilan 1983,movie,"Drama, Romance",2024.0,6.7,185.0
Aile Çikmazi,movie,Comedy,2024.0,3.0,142.0
No Pressure,movie,"Comedy, Romance",2024.0,5.1,1076.0
Mana Man,movie,Comedy,2024.0,4.7,74.0
The Eggsplosive Easter,movie,Comedy,2024.0,6.6,169.0
Dearly Beloved,movie,Drama,2024.0,4.9,42.0
Honeymoonish,movie,"Comedy, Romance",2024.0,5.3,1483.0
Fuchsia Libre,movie,"Drama, Sport",2024.0,4.9,56.0
Dave Attell: Hot Cross Buns,movie,"Comedy, Documentary",2024.0,7.1,979.0
Thomas & Friends: The Christmas Letter Express,movie,Animation,2024.0,3.5,74.0
Tomten är far till alla barnen,movie,Comedy,2024.0,7.9,8.0
The Wonderful Story of Henry Sugar and Three More,movie,"Comedy, Drama, Fantasy",2024.0,7.1,5673.0
Julia's Stepping Stones,movie,"Documentary, Short",2024.0,6.9,106.0
Inkabi,movie,Action,2024.0,4.6,75.0
Pagpag 24/7,movie,"Comedy, Horror",2024.0,4.5,49.0
"The Way, My Way",movie,Drama,2024.0,6.7,347.0
Sumala,movie,"Horror, Thriller",2024.0,5.8,412.0
A Journey,movie,Drama,2024.0,5.6,277.0
I Am the Secret in Your Heart,movie,"Drama, Romance",2024.0,6.0,148.0
Ad Vitam,movie,"Action, Crime, Drama",2025.0,5.9,7829.0
Nearing Death,movie,Horror,2024.0,5.7,299.0
What Jennifer Did,movie,"Crime, Documentary",2024.0,6.1,10656.0
Mostruosamente Villaggio,movie,Documentary,2024.0,6.6,29.0
Sevmek Yüzünden,movie,"Comedy, Romance",2024.0,3.7,602.0
Laura,movie,"Biography, Drama",2024.0,6.5,191.0
Thaghut,movie,Horror,2024.0,6.0,231.0
Meninas Não Choram,movie,Drama,2024.0,6.9,182.0
Jimmy Carr: Natural Born Killer,movie,"Comedy, Documentary",2024.0,6.7,2499.0
A Taste of Sin,movie,Drama,2023.0,6.6,63.0
Kang Mak,movie,"Comedy, Horror, Romance",2024.0,6.4,681.0
Everything Is for Love,movie,"Comedy, Romance",2023.0,4.4,599.0
Baki Hanma VS Kengan Ashura,movie,"Action, Animation, Drama",2024.0,5.7,1848.0
Demetri Martin: Demetri Deconstructed,movie,"Comedy, Documentary",2024.0,6.8,521.0
The Final: Attack on Wembley,movie,"Crime, Documentary, Sport",2024.0,6.3,2389.0
Temurun,movie,"Horror, Thriller",2024.0,4.6,306.0
Savi,movie,"Action, Crime, Drama",2024.0,6.2,34758.0
Buzz House: The Movie,movie,"Comedy, Horror",2024.0,3.2,1174.0
Fern Brady: Autistic Bikini Queen,movie,Comedy,2024.0,6.5,624.0
Inside the Mind of a Dog,movie,Documentary,2024.0,7.2,2036.0
Hack Your Health: The Secrets of Your Gut,movie,Documentary,2024.0,6.6,3042.0
Neal Brennan: Crazy Good,movie,"Comedy, Documentary",2024.0,7.2,1324.0
How to Survive a Marriage?,movie,"Comedy, Drama",2024.0,6.8,289.0
Strawberry Shortcake's Spring Spectacular,movie,"Animation, Family",2024.0,6.2,36.0
Jedna Noc,movie,Drama,2024.0,6.3,34.0
Once Upon a Princess,movie,"Family, Fantasy",2024.0,5.6,62.0
Kromoleo,movie,Horror,2024.0,4.0,185.0
John Mulaney,movie,Talk-Show,2024.0,7.8,142.0
A Babá - Operação Game Over,movie,Adventure,2024.0,5.4,7.0
Katt Williams: Woke Foke,movie,"Comedy, Documentary",2024.0,5.2,1030.0
Leha,movie,"Action, Crime, Thriller",2024.0,2.3,40.0
The Guardian of the Monarchs,movie,Documentary,2024.0,7.6,423.0
Il segreto di Liberato,movie,"Animation, Music",2024.0,7.3,204.0
Sarò con te,movie,Documentary,2024.0,7.6,79.0
Rebel,movie,"Action, Crime, Drama",2024.0,3.2,62.0
Mati a Zazzau,movie,Drama,2020.0,9.2,10.0
Simon of the Mountain,movie,Drama,2024.0,6.4,245.0
Outstanding: A Comedy Revolution,movie,Documentary,2024.0,7.4,717.0
Avicii - I'm Tim,movie,"Biography, Documentary, Music",2024.0,7.8,6101.0
Love You as the World Ends Final,movie,"Action, Drama",2024.0,6.4,31.0
Dough,movie,Documentary,2024.0,7.7,21.0
One Night,movie,Drama,2024.0,5.0,72.0
"Men Are from QC, Women Are from Alabang",movie,Drama,2024.0,5.4,139.0
B4S: Truoc Gio Yeu,movie,"Comedy, Romance",2024.0,5.8,55.0
The Roast of Tom Brady,movie,"Comedy, Documentary",2024.0,7.2,5755.0
State of Silence,movie,"Crime, Documentary",2024.0,6.7,98.0
Inheritance,movie,"Comedy, Drama, Mystery",2024.0,5.1,3316.0
Illusions for Sale: The Rise and Fall of Generation Zoe,movie,"Crime, Documentary",2024.0,6.2,618.0
Un/Happy for You,movie,"Drama, Romance",2024.0,5.7,332.0
The Doomsday Cult of Antares De La Luz,movie,Documentary,2024.0,5.8,1086.0
Five Friends,movie,"Adventure, Comedy, Horror",2024.0,6.7,800.0
Boxer,movie,"Drama, Sport",2024.0,6.4,1244.0
Deaw Special: Super Soft Power,movie,Comedy,2024.0,6.7,72.0
Night Silence,movie,Horror,2024.0,5.7,190.0
Father's Haunted House,movie,"Comedy, Horror",2024.0,5.9,262.0
Strawberry Shortcake's Summer Vacation,movie,"Animation, Family",2024.0,6.9,18.0
Divorce,movie,"Comedy, Drama",2024.0,5.8,708.0
Memoir Seorang Guru,movie,"Biography, Drama, History",2024.0,7.0,115.0
24 Hours in Tesco,movie,Documentary,2023.0,4.0,98.0
Red,movie,"Crime, Drama, Thriller",2024.0,4.5,91.0
"Chances Are, You and I",movie,"Drama, Romance",2024.0,8.3,101.0
Ca Fetele,movie,Comedy,2024.0,4.7,255.0
I Not Stupid 3,movie,"Comedy, Drama",2024.0,6.5,204.0
Franco Escamilla: Ladies' Man,movie,Comedy,2024.0,6.1,114.0
Rachel Feinstein: Big Guy,movie,"Comedy, Documentary",2024.0,6.5,378.0
We Were Recruits,movie,"Documentary, War",2024.0,7.0,217.0
Rafa Márquez: El Capitán,movie,"Documentary, Sport",2024.0,6.6,190.0
How to Rob a Bank,movie,"Action, Crime, Documentary",2024.0,6.6,4061.0
Drawing Closer,movie,"Drama, Romance",2024.0,7.6,2305.0
Hayao Miyazaki and the Heron,movie,Documentary,2024.0,7.8,763.0
Uang Panai' 2 Maha(r)l,movie,"Comedy, Drama, Romance",2024.0,7.6,35.0
Strike: An Uncivil War,movie,Documentary,2024.0,7.6,302.0
Nelma Kodama: The Queen of Dirty Money,movie,"Crime, Documentary",2024.0,5.5,178.0
Jo Koy: Live from Brooklyn,movie,"Comedy, Documentary",2024.0,6.6,739.0
Smart Casuals,movie,Romance,2024.0,5.3,39.0
Bangarang,movie,Documentary,2023.0,7.4,10.0
Zim Zim Ala Kazim,movie,"Comedy, Horror, Music",2024.0,5.0,102.0
The Bellingas: Rock the Theme Park,movie,"Comedy, Family",2024.0,3.1,117.0
The vow,movie,Romance,2023.0,3.2,12.0
Késárí: The King,movie,"Action, Fantasy",2023.0,4.3,117.0
Untamed Royals,movie,"Crime, Drama",2024.0,4.6,607.0
Yaremchuk: Matchless World of Beauty,movie,"Biography, Documentary, Music",2024.0,8.6,425.0
Juanpis González: The People's President,movie,Comedy,2024.0,5.9,130.0
Lucca's World,movie,Drama,2025.0,6.8,875.0
Janji Darah,movie,"Horror, Thriller",2024.0,4.4,134.0
Kidnapper,movie,Comedy,2013.0,6.8,63.0
Keith Robinson: Different Strokes,movie,"Comedy, Documentary",2024.0,6.5,191.0
Sinakagon,movie,"Drama, Horror",2024.0,6.9,29.0
Chestnut vs. Kobayashi: Unfinished Beef,movie,"Game-Show, Reality-TV",2024.0,5.1,248.0
The Accidental Twins,movie,Documentary,2024.0,7.2,1097.0
Dead Sea,movie,"Crime, Thriller",2024.0,5.3,5041.0
Ma Da: The Drowning Spirit,movie,Horror,2024.0,4.6,181.0
Non Negotiable,movie,"Action, Comedy, Thriller",2024.0,5.4,1158.0
"Mon Laferte, te amo",movie,"Documentary, Music",2024.0,6.5,173.0
House of Ga'a,movie,"Biography, Drama, History",2024.0,3.9,480.0
Chad Daniels: Empty Nester,movie,Comedy,2024.0,7.0,300.0
Hannah Berner: We Ride at Dawn,movie,Comedy,2024.0,6.1,633.0
Modern Masters,movie,Documentary,2024.0,7.8,5690.0
Drazen,movie,Biography,2024.0,6.7,941.0
Joe Rogan: Burn the Boats,movie,Comedy,2024.0,4.5,4513.0
Ellen DeGeneres: For Your Approval,movie,Comedy,2024.0,5.2,2301.0
Ma chi ti conosce,movie,"Comedy, Romance",2024.0,5.9,122.0
Fight to Live,movie,Documentary,2024.0,6.1,39.0
Los Williams,movie,Documentary,2024.0,7.2,78.0
Lolo and the Kid,movie,Drama,2024.0,6.4,803.0
Matt Rife: Lucid - A Crowd Work Special,movie,"Comedy, Documentary",2024.0,6.4,1459.0
500 Días de Escobar: la vertiginosa caída del capo,movie,"Crime, Documentary",2023.0,5.7,146.0
Cinta Dari Timor,movie,"Drama, History, Romance",2024.0,5.2,20.0
Tòkunbò,movie,"Action, Crime, Drama",2024.0,3.9,284.0
Sorgavaasal,movie,"Action, Crime, Drama",2024.0,6.7,1191.0
Untold: The Murder of Air McNair,movie,"Crime, Documentary, Sport",2024.0,5.6,1938.0
Untold: Sign Stealer,movie,"Biography, Crime, Documentary",2024.0,6.7,934.0
Untold: Hope Solo vs. U.S. Soccer,movie,"Biography, Crime, Documentary",2024.0,6.9,640.0
Whispers in the Wind,movie,Drama,2024.0,5.6,49.0
Langston Kerman: Bad Poetry,movie,"Comedy, Documentary",2024.0,6.7,149.0
#AAY,movie,Comedy,2024.0,6.4,769.0
Bogdan Boner: Pierwszy dzien szkoly,movie,"Animation, Comedy, Short",2024.0,6.3,44.0
Ahir Shah: Ends,movie,"Comedy, Documentary",2024.0,6.3,69.0
"Phil Wang: Wang in There, Baby!",movie,"Comedy, Documentary",2024.0,5.8,225.0
Doce Família,movie,Comedy,2024.0,5.4,96.0
Anuja,movie,"Drama, Short",2024.0,6.6,1186.0
Kafes,movie,"Thriller, Action",1976.0,7.4,13.0
Follow the Rain,movie,Documentary,2024.0,7.4,90.0
"Deon Cole: Ok, Mister",movie,Comedy,2024.0,6.3,361.0
Jailbreak: Love on the Run,movie,"Crime, Documentary",2024.0,6.4,2831.0
200KG Vampire,movie,"Comedy, Horror, Mystery",2024.0,5.7,24.0
Hasan Minhaj: Off with His Head,movie,"Comedy, Documentary",2024.0,6.9,1100.0
Cien años con Juan Rulfo,movie,Biography,2017.0,7.6,27.0
Jamie Foxx: What Had Happened Was...,movie,"Comedy, Documentary",2024.0,5.8,1915.0
Losing Lerato 2,movie,"Action, Drama, Thriller",2024.0,9.1,28.0
Tim Dillon: This Is Your Country,movie,Comedy,2024.0,6.6,626.0
Lisabi: The Uprising,movie,"Action, Drama, History",2024.0,6.4,120.0
Hijack '93,movie,"Drama, Thriller",2024.0,3.8,815.0
It's All Over: The Kiss That Changed Spanish Football,movie,"Documentary, Sport",2024.0,6.9,582.0
"Snow, Tea and Love 2: With a Little Luck",movie,Comedy,2024.0,3.9,235.0
Once in a Lifetime,movie,Documentary,2009.0,7.1,27.0
Adrienne Iapalucci: The Dark Queen,movie,"Comedy, Documentary",2024.0,6.5,297.0
"Your Friend, Nate Bargatze",movie,"Comedy, Documentary",2024.0,7.2,1545.0
Buy Now! The Shopping Conspiracy,movie,Documentary,2024.0,6.7,5748.0
Fortune Feimster: Crushing It,movie,"Comedy, Documentary",2024.0,6.9,589.0
Anthony Jeselnik: Bones and All,movie,Comedy,2024.0,7.4,1903.0
Nayanthara: Beyond the Fairy Tale,movie,Documentary,2024.0,3.8,718.0
Maybe Baby 2,movie,Comedy,2024.0,5.6,459.0
Chhota Bheem Aur Mahavinashini ka Vinaash,movie,Animation,2022.0,5.5,16.0
Disaster Holiday,movie,"Comedy, Family",2024.0,4.8,625.0
Veer Bahadur Bheem,movie,Animation,2022.0,5.4,17.0
Adam Ray Is Dr. Phil Unleashed,movie,Comedy,2024.0,5.6,224.0
Ronny Chieng: Love to Hate It,movie,"Comedy, Documentary",2024.0,7.1,983.0
Biggest Heist Ever,movie,"Biography, Crime, Documentary",2024.0,6.1,1272.0
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA,movie,"Animation, Comedy, Romance",2021.0,7.0,207.0
Erdal ile Ece 2,movie,Comedy,2024.0,4.8,738.0
Making the Helicopter Heist,movie,"Documentary, Short",2024.0,6.6,9.0
Umjolo: Day Ones,movie,"Drama, Romance",2024.0,4.6,136.0
Avicii - My Last Show,movie,"Music, Short",2024.0,7.2,555.0
Michelle Buteau: A Buteau-ful Mind at Radio City Music Hall,movie,"Comedy, Documentary",2024.0,5.5,353.0
Exodus,movie,"Drama, Family, Short",2015.0,5.9,10.0
The Love Scam,movie,"Comedy, Romance",2025.0,6.1,1211.0
Wham!: Last Christmas Unwrapped,movie,"Documentary, Music",2024.0,7.2,292.0
The Braid of Time,movie,"Adventure, Short",2021.0,5.2,38.0
Ostinato,movie,"Animation, Short",2023.0,5.9,344.0
Autaneli Ardadegebi,movie,Family,2015.0,6.7,13.0
Khoroshie devochki,movie,"Drama, Mystery, Thriller",2024.0,8.2,5.0
RRR: Behind & Beyond,movie,Documentary,2024.0,8.1,259.0
Zbory OSBB,movie,Comedy,2024.0,6.9,419.0
Don't Die: The Man Who Wants to Live Forever,movie,Documentary,2025.0,6.2,3093.0
Torching 2024: A Roast of the Year,movie,Comedy,2024.0,5.4,736.0
"Umjolo: My Beginnings, My End!",movie,"Comedy, Drama, Romance",2025.0,4.6,104.0
Gabriel Iglesias: Legend of Fluffy,movie,Comedy,2025.0,6.6,240.0
Ari Shaffir: America's Sweetheart,movie,"Comedy, Documentary",2025.0,7.0,390.0
Kevin Hart: The Kennedy Center Mark Twain Prize for American Humor,movie,Comedy,2024.0,6.6,788.0
Norman's Rare Guitars Documentary,movie,Documentary,2024.0,7.9,161.0
Slayground,movie,"Horror, Short",2012.0,5.4,1424.0
Mothering Sunday,movie,"Comedy, Horror, Short",2021.0,6.8,205.0
Night Owl,movie,"Comedy, Documentary",2025.0,5.9,120.0
StreetRiderZ: The Documentary,movie,"Action, Biography, Crime",2013.0,6.5,8.0
Mysterious murder,movie,"Crime, Horror, Mystery",2020.0,9.8,23.0
Oyunda Kal: Eglence Arenasi,movie,"Adventure, Comedy, Family",2024.0,2.4,27.0
Sex and the City,tv,"Comedy, Drama, Romance",1998.0,7.3,150828.0
7 vidas,tv,Comedy,1999.0,7.1,1551.0
A Different World,tv,Comedy,1987.0,7.0,8312.0
Martin,tv,"Comedy, Drama, Romance",1992.0,7.5,11375.0
The Game,tv,"Comedy, Drama, Romance",2006.0,6.9,4940.0
Avatar: The Last Airbender,tv,"Action, Adventure, Animation",2005.0,9.3,397928.0
Star Trek,tv,"Action, Adventure, Drama",1966.0,8.4,96074.0
Star Trek: Enterprise,tv,"Action, Adventure, Drama",2001.0,7.6,61251.0
SpongeBob SquarePants,tv,"Animation, Comedy, Family",1999.0,8.2,117112.0
Still Game,tv,Comedy,2002.0,8.9,9836.0
Ghost Hunters,tv,"Reality-TV, Thriller",2004.0,6.3,7365.0
Sesame Street,tv,"Adventure, Animation, Comedy",1969.0,8.1,16064.0
Star Trek: Deep Space Nine,tv,"Action, Adventure, Drama",1993.0,8.1,73489.0
The Powerpuff Girls,tv,"Action, Adventure, Animation",1998.0,7.3,49870.0
Reba,tv,"Comedy, Drama",2001.0,6.8,18662.0
Star Trek: The Next Generation,tv,"Action, Adventure, Drama",1987.0,8.7,142108.0
Curious George,tv,"Adventure, Animation, Comedy",2006.0,7.2,3921.0
Tom and Jerry Tales,tv,"Animation, Comedy, Family",2006.0,7.4,4052.0
Chappelle's Show,tv,"Comedy, Music",2003.0,8.8,75467.0
Peep Show,tv,Comedy,2003.0,8.7,69668.0
Neon Genesis Evangelion,tv,"Action, Animation, Drama",1995.0,8.5,94496.0
Skins,tv,Drama,2007.0,8.2,96204.0
Yu-Gi-Oh! Duel Monsters,tv,"Action, Adventure, Animation",2000.0,8.2,3977.0
Ouran High School Host Club,tv,"Animation, Comedy, Romance",2006.0,8.1,12443.0
Fat Friends,tv,Drama,2000.0,7.4,958.0
Ghost in the Shell: Stand Alone Complex,tv,"Action, Animation, Crime",2002.0,8.5,21588.0
How I Met Your Mother,tv,"Comedy, Drama, Romance",2005.0,8.3,753000.0
Mad Men,tv,Drama,2007.0,8.7,271530.0
The Graham Norton Show,tv,"Comedy, Music, Talk-Show",2007.0,8.4,13676.0
Six Feet Under,tv,"Comedy, Drama",2001.0,8.7,156783.0
Gossip Girl,tv,"Drama, Romance",2007.0,7.5,203275.0
Breaking Bad,tv,"Crime, Drama, Thriller",2008.0,9.5,2281256.0
Seinfeld,tv,Comedy,1989.0,8.9,365255.0
The Walking Dead,tv,"Drama, Horror, Thriller",2010.0,8.1,1126645.0
Dexter,tv,"Crime, Drama, Mystery",2006.0,8.6,824077.0
House,tv,"Drama, Mystery",2004.0,8.7,547582.0
Arrow,tv,"Action, Adventure, Crime",2012.0,7.5,452000.0
Grey's Anatomy,tv,"Drama, Romance",2005.0,7.6,355174.0
The Big Bang Theory,tv,"Comedy, Romance",2007.0,8.1,898557.0
Orange Is the New Black,tv,"Comedy, Crime, Drama",2013.0,8.0,326941.0
House of Cards,tv,Drama,2013.0,8.6,543370.0
Attack on Titan,tv,"Action, Adventure, Animation",2013.0,9.1,584124.0
CSI: Crime Scene Investigation,tv,"Crime, Drama, Mystery",2000.0,7.7,91402.0
Psych,tv,"Comedy, Crime, Mystery",2006.0,8.4,114365.0
WWE Smackdown!,tv,"Action, Sport",1999.0,7.3,7312.0
Home Improvement,tv,"Comedy, Family",1991.0,7.2,50726.0
The Adventures of Tintin,tv,"Action, Adventure, Animation",1991.0,8.3,19739.0
Justice League,tv,"Action, Adventure, Animation",2001.0,8.5,54138.0
Supernatural,tv,"Drama, Fantasy, Horror",2005.0,8.4,504417.0
Friends,tv,"Comedy, Romance",1994.0,8.9,1131529.0
Project Runway,tv,Reality-TV,2004.0,7.4,11842.0
The Bernie Mac Show,tv,"Comedy, Drama, Family",2001.0,7.2,8805.0
Monk,tv,"Comedy, Crime, Drama",2002.0,8.1,97234.0
Johnny Test,tv,"Action, Adventure, Animation",2005.0,5.4,10179.0
Kath & Kim,tv,Comedy,2002.0,8.4,5423.0
Zoey 101,tv,"Comedy, Drama, Family",2005.0,6.2,18193.0
Winx Club,tv,"Action, Adventure, Animation",2004.0,6.2,8449.0
Star Trek: Voyager,tv,"Action, Adventure, Drama",1995.0,7.9,80182.0
Shameless,tv,"Comedy, Crime, Drama",2004.0,8.0,19457.0
Star Trek: The Animated Series,tv,"Action, Adventure, Animation",1973.0,7.2,8629.0
Ratz,tv,"Animation, Comedy, Family",2003.0,6.5,210.0
The Batman,tv,"Action, Adventure, Animation",2004.0,7.4,14203.0
Drake & Josh,tv,"Comedy, Family",2004.0,7.7,44825.0
Batman: The Animated Series,tv,"Action, Adventure, Animation",1992.0,9.0,125050.0
Fastlane,tv,"Action, Comedy, Crime",2002.0,7.4,3800.0
Good Luck!!,tv,Drama,2003.0,7.5,727.0
Scout's Safari,tv,"Action, Adventure, Comedy",2002.0,7.8,107.0
Saiyûki,tv,"Action, Adventure, Drama",2006.0,6.7,69.0
H2O: Just Add Water,tv,"Adventure, Comedy, Drama",2006.0,7.3,19478.0
Orange Days,tv,"Drama, Romance",2004.0,8.0,1113.0
Aquí no hay quien viva,tv,"Comedy, Romance",2003.0,8.2,5154.0
Prison Break,tv,"Action, Crime, Drama",2005.0,8.3,616124.0
The Thin Blue Line,tv,"Comedy, Crime",1995.0,7.5,8493.0
Thomas & Friends,tv,"Adventure, Animation, Comedy",1984.0,6.5,7099.0
The Jamie Foxx Show,tv,Comedy,1996.0,6.8,3854.0
The Office,tv,Comedy,2005.0,9.0,761192.0
Mighty Morphin Power Rangers,tv,"Action, Adventure, Family",1993.0,6.6,25320.0
Hell's Kitchen,tv,"Game-Show, Reality-TV",2005.0,7.2,23473.0
Girlfriends,tv,"Comedy, Drama, Romance",2000.0,7.4,5254.0
The Venture Bros.,tv,"Action, Adventure, Animation",2003.0,8.6,29247.0
Pocoyo,tv,"Animation, Comedy, Family",2005.0,7.1,2355.0
Wildfire,tv,"Drama, Family, Mystery",2005.0,7.5,4259.0
The IT Crowd,tv,Comedy,2006.0,8.5,169528.0
Mr. Bean: The Animated Series,tv,"Animation, Comedy, Family",2002.0,6.9,15340.0
Dirty Jobs,tv,Reality-TV,2005.0,7.7,9724.0
Deadliest Catch,tv,"Adventure, Documentary, Reality-TV",2005.0,7.8,9529.0
Il était une fois... la vie,tv,"Animation, Family",1987.0,8.2,5769.0
My Wife and Kids,tv,"Comedy, Family",2000.0,6.9,30537.0
It's Always Sunny in Philadelphia,tv,Comedy,2005.0,8.8,262987.0
Law & Order: Special Victims Unit,tv,"Crime, Drama, Mystery",1999.0,8.1,133961.0
Totally Spies!,tv,"Action, Adventure, Animation",2001.0,7.1,13637.0
SeaChange,tv,"Comedy, Drama",1998.0,8.0,1257.0
Life on Mars,tv,"Crime, Drama, Mystery",2006.0,8.4,33645.0
Rugrats,tv,"Adventure, Animation, Comedy",1991.0,7.4,39655.0
The 1st Shop of Coffee Prince,tv,"Comedy, Drama, Romance",2007.0,8.1,7149.0
Danger Mouse,tv,"Action, Adventure, Animation",1981.0,7.4,4054.0
Full House,tv,"Comedy, Romance",2004.0,7.8,4079.0
The Parkers,tv,Comedy,1999.0,6.9,2836.0
Sailor Moon,tv,"Action, Adventure, Animation",1992.0,7.7,8155.0
Trailer Park Boys,tv,"Comedy, Crime",2001.0,8.5,53656.0
Shaun the Sheep,tv,"Animation, Comedy, Family",2007.0,8.2,18006.0
Sin tetas no hay paraíso,tv,"Drama, Romance, Thriller",2008.0,5.7,648.0
My Fair Princess,tv,"Action, Comedy, Drama",1998.0,7.8,1407.0
Mr. Bean,tv,"Comedy, Family",1990.0,8.6,140591.0
Gilmore Girls,tv,"Comedy, Drama",2000.0,8.2,158712.0
Arrested Development,tv,Comedy,2003.0,8.7,332493.0
Lost,tv,"Adventure, Drama, Fantasy",2004.0,8.3,630632.0
Band of Brothers,tv,"Action, Drama, History",2001.0,9.4,554154.0
NCIS,tv,"Action, Crime, Drama",2003.0,7.8,169058.0
Ugly Betty,tv,"Comedy, Drama, Romance",2006.0,6.8,49218.0
The Fairly OddParents,tv,"Adventure, Animation, Comedy",2001.0,7.2,48810.0
WWE Raw,tv,"Action, Sport",1993.0,7.7,10242.0
Ben 10,tv,"Action, Adventure, Animation",2005.0,7.5,31001.0
The Boarding School,tv,"Drama, Mystery, Thriller",2007.0,8.1,6031.0
Les invincibles,tv,Comedy,2005.0,8.5,884.0
Plats bruts,tv,Comedy,1999.0,8.6,852.0
Ikebukuro West Gate Park,tv,"Action, Comedy, Crime",2000.0,7.7,1231.0
The Real World,tv,"Drama, Reality-TV",1992.0,5.2,4351.0
Fireman Sam,tv,"Animation, Family",1987.0,6.1,2326.0
iCarly,tv,"Comedy, Family, Romance",2007.0,6.8,46829.0
Turkish for Beginners,tv,Comedy,2006.0,7.5,4924.0
Goosebumps,tv,"Adventure, Comedy, Drama",1995.0,7.6,15941.0
The Legend of Bruce Lee,tv,"Action, Biography, Drama",2008.0,6.8,1623.0
Kisarazu Cat's Eye,tv,"Comedy, Drama",2002.0,8.0,241.0
Stromberg,tv,Comedy,2004.0,8.4,10074.0
Murphy's Law,tv,"Crime, Drama, Mystery",2003.0,7.6,1654.0
The Hughleys,tv,Comedy,1998.0,6.1,970.0
Total Drama,tv,"Action, Adventure, Animation",2007.0,7.4,15322.0
The Bold and the Beautiful,tv,"Drama, Romance",1987.0,3.5,8517.0
The Family,tv,Drama,2007.0,7.4,966.0
Un paso adelante,tv,"Comedy, Drama, Musical",2002.0,6.3,1656.0
Galileo,tv,"Drama, Mystery",2007.0,7.4,1180.0
The Millionaire Matchmaker,tv,"Reality-TV, Romance",2008.0,4.6,1570.0
Destiny Love,tv,"Comedy, Romance",2008.0,7.4,592.0
Casados con hijos,tv,Comedy,2005.0,7.6,1996.0
The Magic School Bus,tv,"Adventure, Animation, Comedy",1994.0,7.8,11785.0
Wallander,tv,"Crime, Drama, Mystery",2008.0,7.8,16909.0
Deliver Me,tv,Reality-TV,2008.0,8.3,23.0
"Nuevo rico, nuevo pobre",tv,Comedy,2007.0,7.0,297.0
Iron Man: Armored Adventures,tv,"Action, Adventure, Animation",2008.0,6.5,4299.0
El Cartel de los Sapos,tv,"Action, Crime, Drama",2008.0,7.9,952.0
Ties of Shooting Stars,tv,Drama,2008.0,7.4,596.0
Upin & Ipin,tv,"Animation, Comedy, Family",2007.0,6.2,507.0
Shaka Zulu,tv,"Action, Biography, Drama",1986.0,7.7,3479.0
RuPaul's Drag Race,tv,"Game-Show, Reality-TV",2009.0,8.5,24323.0
Rebelde Way,tv,"Comedy, Drama, Music",2002.0,7.6,3060.0
Hitotsu yane no shita,tv,Drama,1993.0,8.1,162.0
Archer,tv,"Action, Animation, Comedy",2009.0,8.6,170475.0
True Blood,tv,"Drama, Fantasy, Mystery",2008.0,7.9,264840.0
Action Pack,tv,"Action, Adventure, Animation",2022.0,4.8,156.0
Bob the Builder,tv,"Animation, Comedy, Family",1997.0,5.6,6028.0
Intervention,tv,"Documentary, Drama",2005.0,7.9,3119.0
Pasión de gavilanes,tv,"Drama, Romance",2003.0,7.8,3116.0
Gantz,tv,"Action, Animation, Drama",2004.0,7.1,9055.0
Benidorm,tv,Comedy,2007.0,7.5,7752.0
Space Goofs,tv,"Animation, Comedy, Family",1997.0,6.8,616.0
"Berlin, Berlin",tv,"Comedy, Drama, Romance",2002.0,7.3,880.0
