title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes
Haywire,movie,"Action, Drama, Thriller",2011.0,5.8,91045.0
Arrival,movie,"Drama, Mystery, Sci-Fi",2016.0,7.9,806185.0
Wheelman,movie,"Action, Thriller",2017.0,6.4,22718.0
Father of the Year,movie,Comedy,2018.0,5.2,12996.0
Chappaquiddick,movie,"Biography, Drama, History",2017.0,6.4,14956.0
Bleed for This,movie,"Biography, Drama, Sport",2016.0,6.8,31936.0
The Purge: Election Year,movie,"Action, Horror, Sci-Fi",2016.0,6.0,114311.0
Central Intelligence,movie,"Action, Comedy, Crime",2016.0,6.3,223276.0
Moneyball,movie,"Biography, Drama, Sport",2011.0,7.6,481467.0
"Crazy, Stupid, Love.",movie,"Comedy, Drama, Romance",2011.0,7.4,585730.0
For My Country,movie,Drama,2022.0,6.3,402.0
Chinatown Chacha,movie,"Action, Comedy",2024.0,5.1,54.0
Divergent,movie,"Action, Adventure, Drama",2014.0,6.6,501571.0
The Divergent Series: Insurgent,movie,"Action, Adventure, Sci-Fi",2015.0,6.2,262103.0
Allegiant,movie,"Action, Adventure, Fantasy",2016.0,5.7,139418.0
Ballot,movie,"Comedy, Drama, Thriller",2024.0,6.6,163.0
Civil War,movie,"Action, Adventure, Thriller",2024.0,7.0,226317.0
Spookley the Square Pumpkin,movie,"Animation, Family, Fantasy",2005.0,4.8,557.0
Jade,movie,"Action, Thriller",2025.0,3.6,421.0
We Are the Best!,movie,"Drama, Music",2013.0,7.1,11499.0
The Farewell,movie,"Comedy, Drama",2019.0,7.5,73368.0
Boy Kills World,movie,"Action, Crime, Thriller",2023.0,6.4,33604.0
Fujimi Lovers,movie,Romance,2024.0,6.1,44.0
The Summer,movie,"Animation, Drama, Romance",2023.0,7.2,40.0
The Hunger Games: The Ballad of Songbirds & Snakes,movie,"Action, Adventure, Drama",2023.0,6.7,152482.0
Love Child,movie,Drama,2024.0,7.1,62.0
Harold and the Purple Crayon,movie,"Adventure, Animation, Comedy",2024.0,5.7,7355.0
Blood for Dust,movie,"Action, Crime, Thriller",2023.0,5.2,2004.0
Venom: Let There Be Carnage,movie,"Action, Sci-Fi, Thriller",2021.0,5.9,281987.0
How to Tell a Secret,movie,Documentary,2022.0,8.3,57.0
The Truth,movie,"Comedy, Drama",2019.0,6.5,8279.0
The Hovering Blade,movie,"Drama, Thriller",2009.0,5.9,191.0
Circle of Danger,movie,"Drama, Mystery, Romance",1951.0,6.5,1109.0
Détrompez-vous,movie,Comedy,2007.0,6.0,886.0
It Had to be You,movie,"Comedy, Romance",2007.0,5.8,614.0
From Time to Time,movie,"Adventure, Drama, Fantasy",2009.0,6.7,6379.0
Dita's Crazy Show,movie,Musical,2009.0,6.4,192.0
Janis and John,movie,Comedy,2003.0,6.1,924.0
Tinker Tailor Soldier Spy,movie,"Drama, Mystery, Thriller",2011.0,7.0,218225.0
Man of Steel,movie,"Action, Adventure, Sci-Fi",2013.0,7.1,829257.0
Nativity!,movie,"Comedy, Family",2009.0,6.5,13654.0
Premium Rush,movie,"Action, Thriller",2012.0,6.5,120002.0
Before You Leave,movie,Comedy,2005.0,5.3,209.0
Líbás jako buh,movie,Comedy,2009.0,4.9,311.0
Broken Wings,movie,Drama,2002.0,7.4,2550.0
Morrhår & ärtor,movie,Comedy,1986.0,6.0,1539.0
Red Riding Hood,movie,"Fantasy, Horror, Mystery",2011.0,5.4,117307.0
The Reef,movie,"Adventure, Horror, Thriller",2010.0,5.8,21676.0
Priest of Love,movie,"Biography, Drama, Romance",1981.0,6.0,544.0
I Saw the Devil,movie,"Action, Thriller",2010.0,7.8,154151.0
L'antidote,movie,Comedy,2005.0,5.3,1049.0
Jenny Lamour,movie,"Crime, Drama",1947.0,7.7,6617.0
Kommissarie Späck,movie,"Comedy, Crime",2010.0,4.8,1991.0
Having a Wild Weekend,movie,"Comedy, Music",1965.0,5.7,892.0
Thieves,movie,"Crime, Drama, Romance",1996.0,6.7,2328.0
The Roommate,movie,"Drama, Horror, Thriller",2011.0,4.8,42323.0
Love in the Time of Hysteria,movie,"Comedy, Romance",1991.0,6.8,4224.0
What's It All About,movie,"Comedy, Romance",1995.0,6.3,282.0
Paper Birds,movie,"Comedy, Drama, History",2010.0,6.9,834.0
Cornelis,movie,"Biography, Drama, Music",2010.0,6.3,2764.0
Kolpaçino,movie,Comedy,2009.0,6.6,14857.0
Secret Reunion,movie,"Action, Drama, Thriller",2010.0,6.9,4471.0
Break Ke Baad,movie,"Comedy, Drama, Romance",2010.0,5.2,4695.0
Beast of Morocco,movie,"Horror, Mystery",1968.0,4.5,366.0
Little Funny Guy,movie,"Comedy, Crime, Romance",1973.0,5.6,365.0
Rugantino,movie,"Comedy, Romance",1973.0,5.7,410.0
Le quart d'heure américain,movie,Comedy,1982.0,5.2,365.0
The Bodyguard,movie,"Adventure, Comedy, Romance",1984.0,4.8,319.0
From Prada to Nada,movie,"Action, Comedy, Drama",2011.0,5.5,15899.0
The Junior Olsen Gang Rocks It,movie,"Comedy, Family",2004.0,5.1,762.0
The Divine Weapon,movie,"Adventure, Drama",2008.0,6.1,909.0
The Lincoln Lawyer,movie,"Crime, Drama, Mystery",2011.0,7.3,260592.0
Kung Fu Panda Holiday,movie,"Animation, Comedy, Family",2010.0,6.7,7178.0
Mr. Peek-a-Boo,movie,"Comedy, Fantasy",1951.0,6.2,601.0
Hanna,movie,"Action, Adventure, Drama",2011.0,6.7,210047.0
Liar Game: The Final Stage,movie,"Drama, Thriller",2010.0,7.1,1387.0
No Mercy,movie,"Action, Crime, Thriller",2010.0,7.4,10023.0
Ask Me If I'm Happy,movie,"Comedy, Drama",2000.0,7.1,8480.0
Under the Hawthorn Tree,movie,"Drama, Romance",2010.0,7.1,3922.0
Friends with Benefits,movie,"Comedy, Romance",2011.0,6.5,406130.0
Just Go with It,movie,"Comedy, Romance",2011.0,6.4,275055.0
The Little Comedian,movie,"Comedy, Drama",2010.0,6.8,371.0
The Twilight Saga: Breaking Dawn - Part 1,movie,"Adventure, Drama, Fantasy",2011.0,4.9,261113.0
The Twilight Saga: Breaking Dawn - Part 2,movie,"Adventure, Drama, Fantasy",2012.0,5.6,269877.0
The Resident,movie,"Crime, Drama, Horror",2011.0,5.3,30052.0
Nowhere to Go,movie,"Crime, Drama",1958.0,6.8,1108.0
Naruto Shippûden: The Lost Tower,movie,"Action, Adventure, Animation",2010.0,6.8,4671.0
The Servant,movie,"Comedy, Drama, Romance",2010.0,6.3,1340.0
The Swindle,movie,"Action, Comedy, Crime",1977.0,6.2,482.0
The Battle of Austerlitz,movie,"Drama, History, War",1960.0,6.2,1027.0
The Third Key,movie,"Crime, Drama, Mystery",1956.0,7.0,1461.0
South Solitary,movie,"Drama, Romance",2010.0,6.5,532.0
I Enjoy the World with You,movie,"Comedy, Family",1983.0,7.6,1636.0
Hello Stranger,movie,"Comedy, Romance",2010.0,7.5,3227.0
Summer Love,movie,Western,2006.0,3.5,590.0
Arthur Christmas,movie,"Adventure, Animation, Comedy",2011.0,7.1,70150.0
Talentime,movie,Drama,2009.0,7.5,271.0
The Convert,movie,Drama,2008.0,6.8,170.0
Oh Happy Day,movie,"Comedy, Drama, Music",2004.0,5.6,848.0
Bombay Dreams,movie,"Comedy, Drama",2004.0,5.0,712.0
Open Season 3,movie,"Adventure, Animation, Comedy",2010.0,5.0,13912.0
Cutting it Short,movie,Comedy,1981.0,7.6,2817.0
Body of My Enemy,movie,"Crime, Drama, Mystery",1976.0,6.6,2538.0
Gun,movie,"Action, Crime, Thriller",2010.0,3.8,3992.0
Palermo Hollywood,movie,Drama,2004.0,5.3,236.0
Les frères Pétard,movie,"Adventure, Comedy, Crime",1986.0,5.1,503.0
Lost on Journey,movie,Comedy,2010.0,6.8,2965.0
Mes meilleurs copains,movie,"Comedy, Drama, Music",1989.0,6.7,1194.0
White Night,movie,"Mystery, Romance, Thriller",2009.0,6.5,1481.0
Beyond,movie,Drama,2010.0,7.0,4499.0
Rat Race,movie,"Comedy, Drama",1980.0,5.6,374.0
Fast Five,movie,"Action, Crime, Thriller",2011.0,7.3,417445.0
Let the Bullets Fly,movie,"Action, Comedy, Drama",2010.0,7.3,13711.0
The Mind Benders,movie,"Drama, Thriller",1963.0,6.4,971.0
Horrible Bosses,movie,"Comedy, Crime",2011.0,6.9,477302.0
The Invisible Eye,movie,Drama,2010.0,6.2,885.0
Hero,movie,Drama,2007.0,6.7,1144.0
The Man from Nowhere,movie,"Action, Drama, Thriller",2010.0,7.7,77011.0
The Sound Barrier,movie,"Adventure, Drama, Romance",1952.0,6.7,2464.0
Royal Tramp,movie,"Action, Comedy, Crime",1992.0,7.1,4336.0
Royal Tramp II,movie,"Action, Comedy, Crime",1992.0,7.0,3167.0
The Secret World of Arrietty,movie,"Adventure, Animation, Drama",2010.0,7.6,109564.0
Amar te duele,movie,"Drama, Romance",2002.0,6.6,4053.0
Babylonsjukan,movie,Drama,2004.0,4.8,723.0
Cría Cuervos,movie,Drama,1976.0,7.9,11752.0
Only Girls,movie,"Comedy, Drama",2003.0,6.3,516.0
Limitless,movie,"Sci-Fi, Thriller",2011.0,7.4,625569.0
Terror in Mumbai,movie,Documentary,2009.0,7.4,298.0
Romantics Anonymous,movie,"Comedy, Romance",2010.0,6.8,12241.0
And Soon the Darkness,movie,"Horror, Mystery, Thriller",1970.0,6.6,4354.0
Sacred Demijohn 2,movie,"Comedy, Fantasy, Horror",2010.0,3.0,5865.0
The Witness Who Didn't See Anything,movie,Comedy,1976.0,8.3,859.0
A Beautiful Wife,movie,Comedy,2007.0,5.3,1697.0
Let's Get Those English Girls,movie,"Comedy, Romance",1976.0,5.3,604.0
Squadra antigangsters,movie,"Action, Comedy, Crime",1979.0,5.5,367.0
The Lion of Flanders,movie,"Drama, History, War",1984.0,5.5,867.0
Filière 13,movie,Comedy,2010.0,5.5,360.0
Sixty Million Dollar Man,movie,Comedy,1995.0,6.2,3048.0
The Man from Majorca,movie,"Action, Crime, Thriller",1984.0,6.9,2701.0
Lucie Aubrac,movie,"Biography, Drama, War",1997.0,6.6,1496.0
The Chanting,movie,Horror,2006.0,5.9,545.0
Nail Demon,movie,"Comedy, Horror, Romance",2009.0,5.0,52.0
The Happy Life,movie,"Comedy, Drama, Music",2007.0,6.8,347.0
My Love,movie,"Comedy, Romance",2007.0,6.6,302.0
My Wife Got Married,movie,"Comedy, Romance",2008.0,5.5,688.0
Bad Teacher,movie,"Comedy, Romance",2011.0,5.7,216468.0
The Maid,movie,"Drama, Horror, Mystery",2005.0,5.7,1344.0
Underworld: Awakening,movie,"Action, Fantasy, Horror",2012.0,6.3,163883.0
Bloodbath at the House of Death,movie,"Comedy, Horror",1984.0,5.0,3042.0
Skeletons in the Closet,movie,"Comedy, Drama, Family",2007.0,6.7,202.0
El ratón Pérez 2,movie,"Adventure, Animation, Comedy",2008.0,3.7,308.0
Missing Persons Unit,movie,"Crime, Drama, Thriller",2007.0,6.2,753.0
Hell,movie,"Action, Comedy, Crime",2010.0,7.6,12766.0
The Tsunami Warrior,movie,"Action, Adventure, Fantasy",2008.0,5.6,1093.0
Shooters,movie,"Crime, Drama",2001.0,6.6,618.0
The Foul King,movie,"Comedy, Sport",2000.0,6.9,2430.0
Under the Sun,movie,"Drama, Romance",1998.0,6.8,3088.0
The Crime of Monsieur Lange,movie,"Comedy, Crime, Drama",1936.0,7.3,3798.0
In All Innocence,movie,"Crime, Drama, Romance",1998.0,6.2,939.0
The Carabineers,movie,"Comedy, Drama, War",1963.0,6.7,3744.0
Detective,movie,"Comedy, Crime, Drama",1985.0,5.7,2462.0
"Oh, Woe Is Me",movie,"Comedy, Drama, Fantasy",1993.0,6.0,1596.0
Gervaise,movie,Drama,1956.0,7.4,1714.0
Golden Chicken,movie,"Comedy, Drama",2002.0,7.1,1054.0
Baxter,movie,"Drama, Horror",1989.0,6.7,2867.0
Doraemon the Movie: Nobita's New Great Adventure into the Underworld,movie,"Adventure, Animation, Comedy",2007.0,7.1,1302.0
Steptoe and Son Ride Again,movie,"Comedy, Sport",1973.0,6.7,1442.0
Proxy War,movie,"Action, Drama",1973.0,7.3,1624.0
Little Italy,movie,"Action, Comedy, Crime",1978.0,5.9,452.0
Squadra antifurto,movie,"Action, Comedy",1976.0,6.3,461.0
"I, Monster",movie,Horror,1971.0,5.7,2076.0
Offside,movie,"Comedy, Drama, Sport",2006.0,5.8,2571.0
Police Tactics,movie,"Action, Crime, Drama",1974.0,7.3,1372.0
Hiroshima Death Match,movie,"Action, Crime, Drama",1973.0,7.5,2035.0
The Adversary,movie,"Crime, Drama, Mystery",2002.0,6.7,4108.0
These Sorcerers Are Mad,movie,"Comedy, Fantasy",1978.0,4.3,259.0
The Crocodiles: All for One,movie,"Action, Adventure, Comedy",2011.0,5.6,879.0
Love on Delivery,movie,"Action, Comedy, Romance",1994.0,6.9,3953.0
Fight Back to School II,movie,"Action, Comedy, Crime",1992.0,6.6,3164.0
300: Rise of an Empire,movie,"Action, Drama",2014.0,6.2,321950.0
The Two Escobars,movie,"Biography, Documentary, Sport",2010.0,8.1,2296.0
Naga Bonar,movie,"Comedy, War",1987.0,7.0,525.0
Do Dooni Chaar,movie,"Comedy, Crime, Drama",2010.0,7.5,6089.0
Sacred Demijohn,movie,"Comedy, Fantasy, Horror",2007.0,5.1,10492.0
What a Beautiful Day,movie,Comedy,2011.0,6.3,6375.0
Descent Into Hell,movie,"Crime, Drama, Thriller",1986.0,5.4,726.0
Fubar: Balls to the Wall,movie,Comedy,2010.0,6.5,1804.0
Roming,movie,Comedy,2007.0,5.9,664.0
One Man Up,movie,"Comedy, Drama",2001.0,7.1,3444.0
The Family Friend,movie,Drama,2006.0,7.1,4562.0
This Must Be the Place,movie,"Adventure, Comedy, Drama",2011.0,6.7,37720.0
The Most Distant Course,movie,Drama,2007.0,6.8,689.0
No One Killed Jessica,movie,"Biography, Crime, Drama",2011.0,7.2,12602.0
Prison on Fire,movie,"Action, Crime, Drama",1987.0,7.3,3414.0
God of Gamblers Part III: Back to Shanghai,movie,"Comedy, Crime, Drama",1991.0,6.6,2762.0
For the Good of Others,movie,"Drama, Sci-Fi, Thriller",2010.0,6.2,2039.0
Crazy Love,movie,Drama,1987.0,6.7,1500.0
Beyond Suspicion,movie,"Crime, Drama, Mystery",2010.0,5.2,317.0
Together Is Too Much,movie,Comedy,2010.0,5.3,431.0
Flores negras,movie,Thriller,2009.0,4.8,245.0
Adam & Eva,movie,"Comedy, Drama, Romance",1997.0,6.1,3443.0
Memento Mori,movie,"Drama, Horror, Romance",1999.0,6.3,3715.0
The Swan Princess: Escape from Castle Mountain,movie,"Adventure, Animation, Comedy",1997.0,5.6,3988.0
Three,movie,"Horror, Mystery",2002.0,6.1,3987.0
Star Trek Into Darkness,movie,"Action, Adventure, Sci-Fi",2013.0,7.7,502510.0
Soccer Days,movie,Comedy,2003.0,6.2,3088.0
The Naked Kitchen,movie,"Drama, Romance",2009.0,5.7,475.0
Five Senses of Eros,movie,Drama,2009.0,5.0,511.0
Lilla Jönssonligan och cornflakeskuppen,movie,"Comedy, Family",1996.0,4.9,1781.0
The Water Horse,movie,"Adventure, Family, Fantasy",2007.0,6.4,43680.0
Lover's Concerto,movie,"Drama, Romance",2002.0,7.1,2195.0
The Blue Lamp,movie,"Crime, Drama, Thriller",1950.0,6.8,2705.0
S.W.A.T.: Firefight,movie,"Action, Crime, Thriller",2011.0,5.3,13029.0
Lilly the Witch: The Journey to Mandolan,movie,"Comedy, Family, Fantasy",2011.0,4.8,297.0
A Crime in Paradise,movie,Comedy,2001.0,6.5,2059.0
Anja & Viktor - Flaming Love,movie,"Comedy, Romance",2007.0,4.4,773.0
Once Brothers,movie,"Biography, Documentary, History",2010.0,8.5,3498.0
Pony Excess,movie,"Biography, Documentary, History",2010.0,7.6,1141.0
Only Two Can Play,movie,"Comedy, Drama",1962.0,6.6,1455.0
The U,movie,"Biography, Documentary, History",2009.0,7.8,1911.0
Pearls and Pigs,movie,Comedy,2003.0,6.4,3415.0
Raiders in the Sky,movie,"Drama, Romance, War",1953.0,6.5,857.0
Facing the Enemy,movie,"Drama, History, War",2007.0,5.8,102.0
Mickybo and Me,movie,"Comedy, Drama",2004.0,7.2,2509.0
"Tuesday, After Christmas",movie,"Drama, Romance",2010.0,6.9,5068.0
Hail the Judge,movie,Comedy,1994.0,7.5,4959.0
The Eagle Shooting Heroes,movie,"Action, Comedy, Fantasy",1993.0,7.0,3376.0
Simple Simon,movie,"Comedy, Drama, Romance",2010.0,7.0,10432.0
An Enemy of the People,movie,Drama,2005.0,5.3,561.0
The Night My Number Came Up,movie,"Drama, Fantasy, Mystery",1955.0,7.0,1693.0
Trent's Last Case,movie,"Crime, Drama, Film-Noir",1952.0,6.0,627.0
Kolysanka,movie,"Comedy, Horror",2010.0,5.9,1496.0
A Very Harold & Kumar Christmas,movie,"Adventure, Comedy",2011.0,6.2,73858.0
Letters to Father Jacob,movie,Drama,2009.0,7.3,2562.0
Rosa Luxemburg,movie,"Biography, Drama, History",1986.0,6.9,2002.0
Identity Card,movie,"Comedy, Drama",2010.0,7.6,1261.0
Villain and Widow,movie,"Comedy, Crime, Romance",2010.0,6.3,280.0
The Craigslist Killer,movie,"Biography, Crime, Drama",2011.0,5.0,6308.0
The Bargee,movie,Comedy,1964.0,6.3,548.0
Bridesmaids,movie,Comedy,2011.0,6.8,315497.0
Midnight FM,movie,"Action, Crime, Thriller",2010.0,6.5,2971.0
Sweeney!,movie,"Action, Crime, Drama",1977.0,6.7,1681.0
Righteous Ties,movie,"Comedy, Crime, Drama",2006.0,6.2,468.0
The Show Must Go On,movie,"Action, Comedy, Crime",2007.0,6.7,1715.0
Hellcats,movie,Comedy,2008.0,5.9,276.0
Mike Birbiglia: What I Should Have Said Was Nothing,movie,Comedy,2008.0,7.6,1967.0
Blitz,movie,"Action, Adventure, Crime",2011.0,6.1,93389.0
Like a Virgin,movie,"Comedy, Sport",2006.0,6.6,429.0
My Son the Fanatic,movie,"Comedy, Drama, Romance",1997.0,6.8,1684.0
Marche à l'ombre,movie,"Comedy, Drama",1984.0,6.6,1740.0
Men Vs Women,movie,Comedy,2010.0,5.7,2542.0
Twigson Ties the Knot,movie,"Adventure, Comedy, Family",2010.0,5.4,277.0
Wahed men el nas,movie,Drama,2007.0,7.2,3702.0
The Magnificent Scoundrels,movie,"Comedy, Crime",1991.0,6.5,1201.0
Rosalie Goes Shopping,movie,Comedy,1989.0,5.7,1131.0
These Foolish Things,movie,"Comedy, Drama, Romance",2006.0,5.5,606.0
Love Bites,movie,"Horror, Mystery, Romance",2001.0,4.8,1491.0
Hwang Jin Yi,movie,"Biography, Drama, History",2007.0,6.3,636.0
Prison on Fire II,movie,"Crime, Drama, Thriller",1991.0,6.7,1459.0
Spy Kids 4: All the Time in the World,movie,"Action, Adventure, Comedy",2011.0,3.6,29303.0
Mission: Impossible - Ghost Protocol,movie,"Action, Adventure, Thriller",2011.0,7.4,539456.0
Love of Siam,movie,"Drama, Mystery, Romance",2007.0,7.7,4353.0
No Longer Kids,movie,Comedy,1979.0,8.9,1420.0
7 Khoon Maaf,movie,"Comedy, Drama, Mystery",2011.0,6.3,6780.0
Qualunquemente,movie,Comedy,2011.0,6.1,3223.0
The Pizza Triangle,movie,"Comedy, Drama, Romance",1970.0,7.1,2485.0
"Bread, Love and Dreams",movie,"Comedy, Romance",1953.0,6.9,2331.0
Touch the Sound: A Sound Journey with Evelyn Glennie,movie,Documentary,2004.0,7.2,694.0
The Scarlet Letter,movie,"Drama, Mystery, Romance",2004.0,6.3,1258.0
Corridor,movie,"Mystery, Thriller",2010.0,5.9,1161.0
Puss,movie,"Comedy, Drama",2010.0,4.6,849.0
Jeong Seung Pil Mystery,movie,Comedy,2009.0,5.3,170.0
Cousinhood,movie,"Comedy, Drama, Romance",2011.0,6.6,5263.0
Fiza,movie,"Crime, Drama, Romance",2000.0,6.0,4599.0
Psalm 21,movie,"Horror, Thriller",2009.0,4.4,1208.0
Bad Faith,movie,Thriller,2010.0,4.2,496.0
The Profession of Arms,movie,"Drama, History, War",2001.0,6.9,1973.0
Gantz,movie,"Action, Horror, Sci-Fi",2010.0,6.4,8466.0
I Not Stupid,movie,"Comedy, Drama",2002.0,7.2,1284.0
The Likely Lads,movie,Comedy,1976.0,6.6,1301.0
Three Steps Over Heaven,movie,Romance,2004.0,5.1,3692.0
Love Likes Coincidences,movie,"Drama, Romance",2011.0,7.2,20001.0
Totò diabolicus,movie,"Comedy, Crime, Mystery",1962.0,6.7,832.0
The Anonymous Venetian,movie,"Drama, Music, Romance",1970.0,6.8,1006.0
Family Life,movie,Drama,1971.0,7.5,2187.0
The School of Mischief,movie,Comedy,1973.0,8.8,1103.0
Eternal Summer,movie,"Drama, Romance",2006.0,6.9,3371.0
No Return,movie,"Crime, Drama, Thriller",2010.0,6.8,1063.0
Desperadas,movie,"Comedy, Romance",2007.0,5.3,50.0
Loft,movie,"Crime, Drama, Thriller",2010.0,6.8,6648.0
Do You Know Claudia?,movie,"Comedy, Mystery, Romance",2004.0,6.4,4089.0
Jumping the Broom,movie,"Comedy, Drama",2011.0,5.7,11777.0
Let's Rob the Bank,movie,"Comedy, Crime",1964.0,6.7,2730.0
Young Adult,movie,"Comedy, Drama",2011.0,6.3,89014.0
Wrath of the Titans,movie,"Action, Adventure, Fantasy",2012.0,5.7,198577.0
The Inheritor,movie,"Action, Drama, Thriller",1973.0,6.2,1464.0
Project X,movie,Comedy,2012.0,6.7,242991.0
Make It Big,movie,"Action, Comedy, Crime",2002.0,5.8,218.0
Flies on the Wall,movie,Thriller,2005.0,5.6,429.0
Here Comes the Rain,movie,Drama,2010.0,6.5,89.0
L'incruste,movie,Comedy,2004.0,5.1,346.0
Slice,movie,"Crime, Drama, Horror",2009.0,6.8,945.0
The Yellow Sea,movie,"Action, Crime, Drama",2010.0,7.3,23628.0
"Murder, Take One",movie,"Comedy, Drama, Mystery",2005.0,6.2,505.0
Heliopolis,movie,Drama,2009.0,6.6,774.0
Lilla Jönssonligan på styva linan,movie,Family,1997.0,4.4,1318.0
Elephant White,movie,"Action, Crime, Thriller",2011.0,5.0,11219.0
God of Gamblers 3: The Early Stage,movie,"Action, Drama",1996.0,6.2,665.0
God of Gamblers II,movie,"Action, Adventure, Comedy",1990.0,6.8,3727.0
Norwegian Wood,movie,"Drama, Romance",2010.0,6.3,12711.0
Foreign Land,movie,"Action, Crime, Drama",1995.0,7.4,2286.0
Vizontele,movie,"Comedy, Drama, History",2001.0,8.0,39900.0
Frisky,movie,"Comedy, Romance",1954.0,6.6,938.0
Ferdinando I° re di Napoli,movie,Comedy,1959.0,6.4,216.0
You to Me Are Everything,movie,"Comedy, Romance",2010.0,5.2,109.0
My Piece of the Pie,movie,"Comedy, Drama",2011.0,5.8,2394.0
May 18,movie,"Drama, History",2007.0,6.9,1425.0
Johnny English Reborn,movie,"Action, Adventure, Comedy",2011.0,6.3,144626.0
Confessions of a Brazilian Call Girl,movie,"Biography, Drama",2011.0,6.2,8307.0
Upside Down,movie,"Drama, Romance, Sci-Fi",2012.0,6.3,74768.0
"Kasal, kasali, kasalo",movie,"Comedy, Romance",2006.0,7.1,157.0
L'école pour tous,movie,Comedy,2006.0,4.8,319.0
Too Young the Hero,movie,"Biography, Drama, War",1988.0,6.7,575.0
The Boss,movie,"Action, Crime, Thriller",1973.0,6.9,2461.0
The Treasure of San Gennaro,movie,"Comedy, Crime",1966.0,6.9,1886.0
Pride and Prejudice and Zombies,movie,"Action, Comedy, Fantasy",2016.0,5.8,61891.0
Gaspard et Robinson,movie,"Comedy, Drama",1990.0,6.6,161.0
The Green Man,movie,"Comedy, Crime",1956.0,7.1,2480.0
The Island,movie,"Action, Biography, Drama",2007.0,7.8,4234.0
Senna,movie,"Biography, Documentary, Sport",2010.0,8.5,79859.0
Divorces!,movie,"Comedy, Drama",2009.0,5.2,266.0
Änglagård - Tredje gången gillt,movie,"Comedy, Drama",2010.0,4.8,1268.0
Sherlock Holmes: A Game of Shadows,movie,"Action, Adventure, Mystery",2011.0,7.4,489956.0
Snow White and the Huntsman,movie,"Action, Adventure, Drama",2012.0,6.1,307857.0
Our History,movie,Drama,1984.0,6.4,1308.0
Sniadanie do lózka,movie,Comedy,2010.0,4.5,622.0
The Restroom Robbery,movie,"Comedy, Crime",1975.0,5.7,517.0
The Cow and I,movie,"Adventure, Comedy, War",1959.0,7.1,1780.0
Sniper: Reloaded,movie,"Action, Drama, Thriller",2011.0,5.4,8863.0
Quarantine 2: Terminal,movie,"Horror, Sci-Fi, Thriller",2011.0,5.2,21505.0
Torrente 4: Lethal Crisis,movie,"Action, Comedy, Crime",2011.0,5.4,5640.0
The Prey,movie,"Action, Crime, Drama",2011.0,6.6,6005.0
Now That I Have You,movie,"Drama, Romance",2004.0,7.1,86.0
I Not Stupid Too,movie,"Comedy, Drama, Family",2006.0,6.8,698.0
I Knew Her Well,movie,Drama,1965.0,7.6,3342.0
Marriage a la Mode,movie,Comedy,1955.0,6.4,664.0
Marathon,movie,"Biography, Drama, Sport",2005.0,7.7,2562.0
Sonny Boy,movie,"Biography, Drama, Romance",2011.0,6.7,3479.0
Warrior,movie,"Action, Drama, Sport",2011.0,8.1,510475.0
"For 200 Grand, You Get Nothing Now",movie,Comedy,1982.0,6.0,995.0
Mr. and Mrs. Incredible,movie,"Action, Comedy, Romance",2011.0,5.3,580.0
Escort in Love,movie,Comedy,2011.0,6.1,3508.0
Attack the Block,movie,"Action, Adventure, Comedy",2011.0,6.7,113124.0
Monte Carlo,movie,"Adventure, Comedy, Family",2011.0,5.8,50191.0
The Baby and the Battleship,movie,Comedy,1956.0,5.3,347.0
From Me to You,movie,"Drama, Romance",2010.0,6.9,3058.0
Le grand appartement,movie,Comedy,2006.0,5.4,421.0
Looper,movie,"Action, Drama, Sci-Fi",2012.0,7.4,614111.0
Our Idiot Brother,movie,"Comedy, Drama",2011.0,6.4,91456.0
The Whore and the Whale,movie,Drama,2004.0,6.4,1056.0
Legends of Oz: Dorothy's Return,movie,"Adventure, Animation, Family",2013.0,4.9,6380.0
Beneath Clouds,movie,"Drama, Romance",2002.0,7.0,1217.0
You Fly,movie,"Comedy, Fantasy, Romance",2009.0,7.3,4435.0
Portrait of a Beauty,movie,"Drama, Romance",2008.0,6.3,1198.0
"No Retreat, No Surrender",movie,"Action, Comedy",2010.0,7.5,3151.0
Fat Choi Spirit,movie,"Comedy, Romance",2002.0,6.7,1328.0
Slice of Life,movie,Comedy,2002.0,5.1,406.0
Hitler: A Career,movie,"Documentary, History",1977.0,7.5,3147.0
Like Crazy,movie,"Drama, Romance",2011.0,6.6,63849.0
The Great Day on the Beach,movie,"Comedy, Drama, Family",1991.0,6.7,744.0
Le passager de l'été,movie,"Drama, Romance",2006.0,6.3,421.0
The Importance of Tying Your Own Shoes,movie,"Comedy, Drama, Music",2011.0,6.1,2413.0
Air of Paris,movie,"Drama, Sport",1954.0,6.8,758.0
The Crimson Rivers,movie,"Crime, Mystery, Thriller",2000.0,6.9,67364.0
Game,movie,"Action, Crime, Drama",2011.0,5.2,2577.0
Tout doit disparaître,movie,Comedy,1997.0,4.4,436.0
Red Dawn,movie,"Action, War",2012.0,5.3,81975.0
I Promised to Pay,movie,"Crime, Drama",1961.0,7.0,986.0
The Radio Pirates,movie,"Comedy, Family",2007.0,4.8,146.0
Regretters,movie,Documentary,2010.0,7.1,237.0
Roxy Hunter and the Mystery of the Moody Ghost,movie,"Family, Mystery",2007.0,5.7,351.0
Seeking Temporary Wife,movie,"Comedy, Drama",2003.0,4.3,224.0
The Unjust,movie,"Action, Crime, Drama",2010.0,6.6,2691.0
Flying Pigs,movie,"Comedy, Drama, Sport",2010.0,5.7,965.0
